plantId,name_kr,name_en,grade,rarity,description,image_front,image_back,habitat,ecological_value,threats,synergy_ids,X,Y
pansy,ÆÒÁö,Viola tricolor hortensis,3,Normal,"A charming flower with 'face-like' patterns on its petals. It is incredibly hardy and can even survive a light frost, making it a garden favorite.",https://storage.googleapis.com/ecogo-pjt.firebasestorage.app/plants/front/pansy_front.png,https://storage.googleapis.com/ecogo-pjt.firebasestorage.app/plants/back/pansy_back.png,Thrives in cool weather and partial sun. They are often planted in early spring or autumn to avoid the intense summer heat.,Provides a food source for caterpillars of certain fritillary butterflies. They are excellent for pollinators in the shoulder seasons.,"Slugs and snails are their primary enemies. They also struggle in high summer temperatures, often wilting or going dormant.","[""sun_kissed""]",,
petunia,ÆäÆ©´Ï¾Æ,Petunia hybrida,3,Normal,A popular summer flower known for its trumpet-shaped blooms and endless color combinations. It is a staple of hanging baskets and window boxes.,https://storage.googleapis.com/ecogo-pjt.firebasestorage.app/plants/front/petunia_front.png,https://storage.googleapis.com/ecogo-pjt.firebasestorage.app/plants/back/petunia_back.png,Requires full sun and consistent moisture. They are versatile and can grow in containers or as ground cover in gardens.,Attracts hummingbirds and long-tongued moths with their tubular flowers. They provide a long-lasting nectar source throughout the summer.,Susceptible to various viruses and pests like aphids. They can also become 'leggy' and stop blooming if not regularly deadheaded.,"[""summer_memories""]",,
begonia,º£°í´Ï¾Æ,Begonia semperflorens,3,Normal,"Known for its waxy leaves and constant blooms, the begonia is a reliable and easy-to-grow plant for both shade and sun.",https://storage.googleapis.com/ecogo-pjt.firebasestorage.app/plants/front/begonia_front.png,https://storage.googleapis.com/ecogo-pjt.firebasestorage.app/plants/back/begonia_back.png,"Depends on the variety, but many prefer partial shade and moist, well-drained soil. They are often used as bedding plants in urban landscapes.","Provides a consistent, albeit low-level, nectar source for pollinators in shaded areas where fewer other flowers may grow.",Very sensitive to frost and can be affected by powdery mildew if there is poor air circulation.,"[""summer_memories""]",,
calendula,±ÝÀÜÈ­,Calendula officinalis,3,Normal,"Also known as the Pot Marigold, it features bright orange or yellow flowers and is often used in traditional medicines and balms.",https://storage.googleapis.com/ecogo-pjt.firebasestorage.app/plants/front/calendula_front.png,https://storage.googleapis.com/ecogo-pjt.firebasestorage.app/plants/back/calendula_back.png,Grows easily in sunny spots with average soil. It is a hardy annual that often self-seeds and returns the following year.,"A fantastic plant for beneficial insects like ladybugs and lacewings, helping with natural pest control in gardens.","Generally pest-free, but can be affected by powdery mildew in humid weather. It is not endangered but its wild ancestors require protection.","[""sun_kissed""]",,
lavender,¶óº¥´õ,Lavandula angustifolia,3,Normal,Famous for its soothing scent and purple flower spikes. It is a Mediterranean native that has become a global symbol of relaxation and healing.,https://storage.googleapis.com/ecogo-pjt.firebasestorage.app/plants/front/lavender_front.png,https://storage.googleapis.com/ecogo-pjt.firebasestorage.app/plants/back/lavender_back.png,"Needs full sun and very well-drained, somewhat poor soil. It is highly drought-tolerant once established.","A top-tier pollinator plant, attracting an incredible variety of bees and butterflies. Its fragrance also helps repel unwanted garden pests.",Root rot from overly wet soil is the biggest killer of lavender. It also requires regular pruning to prevent it from becoming woody.,"[""elegant_scent""]",,
freesia,ÇÁ¸®Áö¾Æ,Freesia x hybrida,3,Normal,"Known for its delicate, trumpet-shaped flowers that line one side of the stem and its sweet, peppery fragrance.",https://storage.googleapis.com/ecogo-pjt.firebasestorage.app/plants/front/freesia_front.png,https://storage.googleapis.com/ecogo-pjt.firebasestorage.app/plants/back/freesia_back.png,Prefers sunny locations with well-drained soil. They are often grown as winter or spring bulbs in mild climates.,The strong scent is highly attractive to bees and other pollinators. They contribute to the aromatic diversity of spring gardens.,"Sensitive to extreme cold and requires careful watering. Like most bulbs, they can suffer from rot if kept in soggy conditions.","[""elegant_scent""]",,
babys_breath,¾È°³²É,Gypsophila paniculata,3,Normal,A cloud-like plant with thousands of tiny white flowers. It is the perfect filler in bouquets and symbolizes everlasting love and innocence.,https://storage.googleapis.com/ecogo-pjt.firebasestorage.app/plants/front/babys_breath_front.png,https://storage.googleapis.com/ecogo-pjt.firebasestorage.app/plants/back/babys_breath_back.png,"Prefers full sun and alkaline, well-drained soil. It is a hardy perennial that can grow quite large in the right conditions.",Provides a massive amount of small-scale nectar for tiny pollinators like wasps and small bees that other flowers may not cater to.,"In some regions, it can become invasive if not managed. In the garden, it is relatively pest-free but needs space for air circulation.","[""summer_memories""]",,
dasisy,µ¥ÀÌÁö,Bellis perennis,3,Normal,"The quintessential simple flower, with a yellow center and white petals. It symbolizes innocence, purity, and a loyal love.",https://storage.googleapis.com/ecogo-pjt.firebasestorage.app/plants/front/dasisy_front.png,https://storage.googleapis.com/ecogo-pjt.firebasestorage.app/plants/back/dasisy_back.png,"Grows in lawns, meadows, and gardens. It is highly adaptable and can survive in most temperate environments with moderate sun.",Provides a steady nectar source for bees and small insects. Its flat shape makes it an easy landing platform for many pollinators.,"Often treated as a weed in formal lawns and targeted by herbicides. While very common, their wild populations are declining in some areas.","[""summer_memories""]",,
dandelion,¹Îµé·¹,Taraxacum officinale,3,Normal,"Though often seen as a weed, the dandelion is a vital survival plant. Its bright yellow flowers and 'blowball' seeds are a classic part of any childhood.",https://storage.googleapis.com/ecogo-pjt.firebasestorage.app/plants/front/dandelion_front.png,https://storage.googleapis.com/ecogo-pjt.firebasestorage.app/plants/back/dandelion_back.png,"Extremely hardy and can grow almost anywhere, from cracks in the sidewalk to open fields. It prefers sunny spots but is not picky about soil.",A critical first food for bees in the early spring when nothing else is blooming. Its deep taproots also help aerate the soil and pull up nutrients.,"The main threat is the widespread use of herbicides in urban and suburban areas. Without dandelions, many pollinators would struggle in early spring.","[""urban_spring""]",,
cosmos,ÄÚ½º¸ð½º,Cosmos bipinnatus,3,Normal,"An autumn favorite with feathery foliage and daisy-like flowers. It symbolizes order and peace, swaying gracefully in the autumn breeze.",https://storage.googleapis.com/ecogo-pjt.firebasestorage.app/plants/front/cosmos_front.png,https://storage.googleapis.com/ecogo-pjt.firebasestorage.app/plants/back/cosmos_back.png,"Grows easily in sunny spots with average soil. They are often planted in large fields to create a sea of pink, white, and purple in the autumn.","A fantastic plant for attracting butterflies, especially during their autumn migration. They are also popular with bees and lacewings.","Generally very healthy, but can be affected by powdery mildew if planted too densely. They are not endangered and are widely cultivated.","[""autumn_melancholy""]",,
